filename,width,height,class,xmin,ymin,xmax,ymax,score
dog.0.jpg,499,375,dog,0.157638162,0.093376279,0.739552498,0.80529213,97.88938165
dog.1.jpg,327,499,dog,0.09581694,0.096760303,0.886062264,0.960046768,96.29579782
dog.10.jpg,269,292,dog,0.059631139,0.069794923,0.923171163,0.989219904,87.83900142
dog.100.jpg,500,397,dog,0.071498543,0.073221356,0.735137939,0.987441301,95.07409334
dog.1000.jpg,499,375,dog,0.231863052,0.21622093,0.583986282,0.651289582,99.17653203
dog.10000.jpg,263,412,dog,0.191815764,0.011844993,0.991753459,0.993337274,91.89809561
dog.10004.jpg,499,375,dog,0.21773988,0.267490357,0.766398609,0.981412649,88.50697875
dog.10005.jpg,224,366,dog,0.109376699,0.036808372,0.913604259,0.988328338,89.23502564
dog.10006.jpg,499,339,dog,0.059064955,0.006627232,0.990850687,0.993844032,91.06923938
dog.10007.jpg,429,499,dog,0.023022056,0.200872242,0.895239234,0.964889944,84.44160223
dog.10008.jpg,500,374,dog,0.388306379,0.081094027,0.757172227,0.99119997,93.14968586
dog.1001.jpg,347,500,dog,0.039610773,0.156150579,0.949504614,0.995452642,78.63028049
dog.10011.jpg,449,415,dog,0.061289132,0.041666567,0.995614469,0.996842086,91.0738349
dog.10012.jpg,500,402,dog,0.148738295,0.006816179,0.877861261,0.990027308,92.20250845
dog.10013.jpg,500,374,dog,0.171982482,0.000282139,0.496720493,0.6517272,64.44875002
dog.10014.jpg,399,490,dog,0.205491215,0.006035656,0.937321186,0.922139883,97.06370234
dog.10015.jpg,478,356,dog,0.268282056,0.07708773,0.702952623,0.860921025,95.97053528
dog.10016.jpg,347,500,dog,0.023248672,0.055087656,0.958648622,1,85.33595204
dog.10017.jpg,500,374,dog,0.2265881,0.192569971,0.82226181,0.999112129,86.30698323
dog.10018.jpg,499,375,dog,0.235843122,0.105039686,0.837388337,0.988075852,44.38892305
dog.10019.jpg,500,374,dog,0.204532966,0.033558309,0.634802103,0.97486347,78.11282873
dog.10020.jpg,335,255,dog,0.030116767,0.007005692,0.882558465,1,75.79905987
dog.10021.jpg,499,473,dog,0.061980456,0.0077613,0.913990855,0.96050787,77.64191628
dog.10022.jpg,500,374,dog,0.122047424,0.06150794,0.953125596,0.949148059,93.8909173
dog.10023.jpg,431,363,dog,0.008610219,0.14009136,0.947069407,0.998509824,81.13231063
dog.10024.jpg,400,299,dog,0.148910165,0.158853024,0.743557096,0.857269526,97.28158712
dog.10025.jpg,499,375,dog,0.260346472,0.071798772,0.635493219,0.611327291,94.83712316
dog.10027.jpg,499,375,dog,0.161283702,0.218295425,0.769715071,0.981011748,96.67477012
dog.10028.jpg,500,374,dog,0.252248168,0.249273539,0.746504962,0.909222603,98.92745614
dog.10029.jpg,349,326,dog,0.057115376,0.090094358,0.895616651,0.962190747,92.55507588
dog.1003.jpg,220,166,dog,0.080618382,0.001130551,0.760719776,0.997149587,91.46828651
dog.10031.jpg,500,374,dog,0.233507454,0.063098043,0.996827304,0.984837294,60.2604568
dog.10032.jpg,500,374,dog,0.326562196,0.013207853,0.990463495,0.979583025,92.99778938
dog.10034.jpg,500,284,dog,0.000922143,0,0.92852807,0.984485269,89.21020031
dog.10035.jpg,499,447,dog,0.054447293,0.106400371,0.88806951,0.937520742,97.55476117
dog.10038.jpg,499,476,dog,0.112082511,0.058374345,0.927588105,0.991383016,79.57755923
dog.10039.jpg,499,375,dog,0.004052252,0.265326917,0.665162802,0.993272841,52.6106894
dog.1004.jpg,235,333,dog,0.077378184,0.03439644,0.920258999,0.941559553,97.72233963
dog.10040.jpg,319,499,dog,0.13650158,0.158266068,0.878415942,0.969345331,95.62324882
dog.10041.jpg,499,375,dog,0.352189511,0.010590434,0.724567533,0.84632194,96.23320699
dog.10043.jpg,320,239,dog,0.250879079,0.183042988,0.704332471,0.654928625,97.15687633
dog.10044.jpg,499,329,dog,0.044363886,0.162220836,0.920775056,0.991389632,84.4932735
dog.10046.jpg,499,333,dog,0.489782184,0.244477212,0.779198408,0.78422004,33.30094516
dog.10047.jpg,181,182,dog,0.049613893,0.117858261,0.85857594,0.99704802,70.42563558
dog.10048.jpg,436,499,dog,0.099610358,0.071958929,0.918315887,0.987861037,87.09132075
dog.1005.jpg,500,355,dog,0.115403742,0.195558727,0.82951951,0.930897295,95.62591314
dog.10050.jpg,350,351,dog,0.066643149,0.004754454,0.970631838,0.953679323,48.07145894
dog.10051.jpg,499,374,dog,0.29960677,0.230798781,1,0.998047531,75.72399974
dog.10053.jpg,500,331,dog,0.082826197,0.006528705,0.923765242,0.986548781,41.86397493
dog.10054.jpg,499,375,dog,0.101339072,0.273202419,0.782660484,0.962224364,88.12362552
dog.10055.jpg,500,374,dog,0.116773933,0.022477269,0.988985062,0.977729559,93.42041612
dog.10058.jpg,440,412,dog,0.012352288,0.030493081,0.975057542,0.962869823,85.0759685
dog.10059.jpg,340,500,dog,0.050614417,0.096207887,0.985118926,0.987560987,75.03827214
dog.1006.jpg,499,500,dog,0.013318837,0.017616421,0.987941563,0.991347313,89.24803734
dog.10060.jpg,499,375,dog,0.163225472,0.226654738,0.835820377,0.765775204,93.55762005
dog.10061.jpg,499,375,dog,0.328340143,0.152970642,0.811296225,0.996633887,92.01443195
dog.10062.jpg,462,499,dog,0.011515439,0.031511396,0.95833379,0.936731458,72.63947725
dog.10063.jpg,500,374,dog,0.539324045,0.387072921,0.794974089,0.937366247,89.69672322
dog.10065.jpg,500,374,dog,0.296024859,0.136500239,0.710826218,0.948355079,82.26830959
dog.10066.jpg,499,375,dog,0.07796967,0.236221939,0.746064126,0.990545511,71.76738381
dog.10067.jpg,499,488,dog,0.324696481,0.517084599,0.881426752,0.922366381,92.01104045
dog.10068.jpg,200,299,dog,0.221632808,0.095595807,0.764030695,0.914461851,95.62202096
dog.10069.jpg,434,285,dog,0.073689669,0.005519181,0.989653349,0.950344443,91.80527925
dog.1007.jpg,323,241,dog,0.407042474,0.125573367,0.900167942,0.895714879,68.57484579
dog.10070.jpg,499,375,dog,0.038376391,0,0.749172509,0.998326182,87.04119921
dog.10071.jpg,279,224,dog,0.175551474,0.06543532,0.936980188,0.955646992,94.41639781
dog.10072.jpg,500,374,dog,0.318573177,0.11000666,0.871802986,0.965906382,27.08671093
dog.10074.jpg,499,375,dog,0.610280275,0.355774194,0.901094079,0.788989782,95.07876039
dog.10075.jpg,375,499,dog,0.072456419,0.008125007,0.995969117,0.957171977,92.47515202
dog.10076.jpg,499,375,dog,0.017949015,0.004778594,0.812378049,0.970810175,15.26874751
dog.10079.jpg,479,360,dog,0.172688484,0.153732136,0.477643669,0.525492489,90.94509482
dog.1008.jpg,500,332,dog,0.189797044,0.010201931,0.924572587,0.950398624,92.45216846
dog.10080.jpg,395,500,dog,0.093442649,0.039953679,0.847183228,0.951908588,81.71882033
dog.10081.jpg,249,311,dog,0.143477857,0.076065868,0.912461817,0.988831282,84.85298157
dog.10082.jpg,381,500,dog,0.012344331,0.061670661,0.914147735,0.960831046,96.63972259
dog.10083.jpg,318,182,dog,0.02464205,0,0.988521039,0.935202181,43.07223856
dog.10085.jpg,499,375,dog,0.173418716,0.160974264,0.600877523,0.70004952,93.37052703
dog.10087.jpg,423,479,dog,0.156330794,0.356444329,0.509341359,0.907931685,96.04982138
dog.10089.jpg,500,374,dog,0.201022595,0.265002489,0.800049186,0.767721415,99.03974533
dog.1009.jpg,500,479,dog,0.012726575,0.000835329,0.968142986,0.990145087,56.54988289
dog.10091.jpg,287,359,dog,0.078649938,0.022443414,0.954374373,0.936115861,81.19423389
dog.10092.jpg,499,375,dog,0.091225743,0,0.771357894,0.691903234,54.91352081
dog.10093.jpg,500,389,dog,0.061071843,0.003327549,0.942445874,0.990616798,78.92472744
dog.10096.jpg,399,327,dog,0.227012008,0.037079304,0.773206592,0.958257794,97.71199226
dog.10097.jpg,448,335,dog,0.318729937,0.113232493,0.996500432,0.990888715,73.06704521
dog.10098.jpg,500,374,dog,0.167632788,0.086092174,0.997960806,1,86.08129025
dog.101.jpg,440,500,dog,0.053127646,0.078215867,0.910294771,0.966724992,88.06153536
dog.1010.jpg,360,269,dog,0.16048491,0.298195601,0.750062108,0.948106766,88.54742646
dog.10100.jpg,438,450,dog,0.094075054,0.211229175,0.964329004,0.966865182,92.56407022
dog.10101.jpg,150,199,dog,0.032524049,0.044374913,0.776612699,0.910086155,94.89353299
dog.10102.jpg,499,375,dog,0.313040197,0.202101171,0.628365517,0.977304518,96.03680968
dog.10106.jpg,350,373,dog,0.082069188,0.007192969,0.874003291,0.930019677,96.69492841
dog.10107.jpg,448,335,dog,0.365223408,0.042967707,0.692252159,0.99864614,88.52042556
dog.10108.jpg,460,500,dog,0.160053134,0.101334572,0.971886039,0.959639907,95.93549371
dog.10109.jpg,456,500,dog,0,0.087445319,0.906429529,0.883133471,93.35303903
dog.1011.jpg,300,199,dog,0.068947524,0.047343582,0.888443232,0.939998388,92.82672405
dog.10111.jpg,479,360,dog,0.276757479,0.09039712,0.990129828,0.995215893,87.73308992
dog.10112.jpg,499,375,dog,0.049549192,0.092712253,0.927596331,0.995855212,83.20866227
dog.10115.jpg,179,163,dog,0.052368671,0.073917687,0.9437114,0.92983073,92.93519855
dog.10116.jpg,344,499,dog,0.102972329,0.144743264,0.995831192,1,90.3524518
dog.10117.jpg,500,332,dog,0.335080862,0.125987068,0.597069263,0.546252668,91.81509614
dog.10118.jpg,500,374,dog,0.255648196,0.236230612,0.502964675,0.727060378,97.22807407
dog.1012.jpg,160,106,dog,0.006105423,0.111266553,0.892599523,0.993668258,54.10742164
dog.10120.jpg,324,432,dog,0.234409839,0.059072286,0.688508511,1,94.04963851
dog.10121.jpg,499,375,dog,0.351120472,0.117091596,0.764897704,1,87.55507469
dog.10122.jpg,287,294,dog,0.051379263,0.065316111,0.890231431,0.9427948,97.1210897
dog.10123.jpg,373,340,dog,0.2323789,0.78767103,0.47670114,0.999302447,20.32180727
dog.10126.jpg,258,294,dog,0.006625533,0.044891357,0.914435744,0.991322517,90.09636045
dog.10127.jpg,500,374,dog,0.180903405,0.304200172,0.908649325,0.996665835,96.63413167
dog.10128.jpg,392,264,dog,0.142061502,0.106768727,0.928111911,0.94288969,96.54825926
dog.10129.jpg,499,375,dog,0.002544135,0.150650203,0.624685168,0.996409357,83.99184942
dog.1013.jpg,217,299,dog,0.043523371,0.063856423,0.982383311,0.991242945,92.2893405
dog.10130.jpg,320,293,dog,0.182985187,0.173451334,0.830028534,0.865482688,82.52412677
dog.10131.jpg,489,499,dog,0.095679343,0.166895777,0.792996585,0.937879443,96.61260843
dog.10132.jpg,307,499,dog,0.128233671,0.047270328,0.904570222,0.817598581,96.36724591
dog.10134.jpg,500,452,dog,0.028939664,0.039551497,0.709981382,0.91860801,88.23521137
dog.10135.jpg,499,371,dog,0.07880196,0.088233978,0.815917611,0.994235158,91.0454154
dog.10136.jpg,299,270,dog,0.032104105,0.055144399,0.98081553,0.997208953,93.82503033
dog.10137.jpg,375,499,dog,0.15685153,0.154980749,0.901790977,0.995516062,92.58303642
dog.10138.jpg,378,500,dog,0.007326394,0.05543232,0.945513725,0.992444515,83.55576992
dog.10139.jpg,359,361,dog,0.038525641,0.041332722,0.933800936,0.961149693,75.30955672
dog.1014.jpg,499,429,dog,0.007828623,0.009610981,0.982281923,0.995792389,95.71135044
dog.10140.jpg,350,354,dog,0.063718617,0.067019105,0.938484013,0.922386289,94.64523792
dog.10141.jpg,434,291,dog,0.077242017,0.007247001,0.997963905,0.998612642,94.971174
dog.10142.jpg,499,334,dog,0.136915326,0.071816713,0.892764807,0.975166559,82.27105737
dog.10143.jpg,250,320,dog,0.142167032,0.08519426,0.929656088,0.977126002,96.98861241
dog.10146.jpg,499,375,dog,0.044453472,0.13111937,0.75415194,0.992133737,75.85097551
dog.10148.jpg,288,383,dog,0.272957534,0.039905936,0.74645853,0.872149348,78.99014354
dog.10149.jpg,500,397,dog,0.212820679,0.000989556,0.679821014,0.95285964,95.03970146
dog.1015.jpg,320,500,dog,0.09987241,0.053977937,0.883167505,0.933575034,94.34887171
dog.10150.jpg,374,500,dog,0.207071543,0.234105349,0.723727047,0.778462648,98.30460548
dog.10151.jpg,499,353,dog,0.036860287,0.005322725,0.990054309,0.99304235,95.9985733
dog.10152.jpg,399,500,dog,0.177556306,0.016926676,0.761147618,0.80652833,86.04949117
dog.10153.jpg,374,500,dog,0.073062867,0.11921218,0.702427864,0.985486627,89.70412016
dog.10154.jpg,400,369,dog,0.159161478,0.015688628,0.978338957,0.918761969,81.20356798
dog.10155.jpg,96,71,dog,0.634175479,0.727627158,0.774662077,0.788260221,11.31091118
dog.10156.jpg,293,398,dog,0.169624776,0.056548923,0.814760923,0.934616089,97.36142755
dog.10157.jpg,329,500,dog,0.235854179,0.411145568,0.836696029,0.645891428,63.55716586
dog.10159.jpg,320,500,dog,0.092097998,0.022661507,0.930297613,0.987573802,89.54250813
dog.1016.jpg,275,335,dog,0.301074505,0.239334971,0.584182799,0.778851509,98.51571321
dog.10160.jpg,499,375,dog,0.038347602,0.166001171,0.807696223,0.99407649,84.60350037
dog.10161.jpg,248,255,dog,0.010538995,0.008057415,0.97190392,0.900192618,89.41383958
dog.10162.jpg,275,225,dog,0.073995858,0.070482284,0.961263895,0.94501102,94.99926567
dog.10165.jpg,374,500,dog,0.066269815,0.274252206,0.766973734,0.640374303,95.76234221
dog.10166.jpg,499,375,dog,0.049836874,0.161804497,0.849665999,0.706035256,97.06483483
dog.10168.jpg,118,149,dog,0.018118173,0.022445738,0.971174598,0.985931456,64.33688402
dog.10169.jpg,367,344,dog,0.029171824,0.119804382,0.925419033,0.980515718,91.67155027
dog.1017.jpg,194,298,dog,0.058115751,0.028983533,0.929957509,0.985359848,68.79700422
dog.10170.jpg,499,445,dog,0.132926494,0.146960318,0.989032507,0.938844979,96.44005895
dog.10171.jpg,199,200,dog,0.005722851,0.116562158,0.9874717,0.993501902,91.99286103
dog.10172.jpg,421,499,dog,0.05639869,0.068175763,0.985217988,0.903069615,87.92133331
dog.10174.jpg,349,286,dog,0.238979191,0.519335032,0.715650082,0.910383582,96.70118093
dog.10175.jpg,499,375,dog,0.213587523,0.36540398,0.47321856,0.973653197,91.57555103
dog.10176.jpg,499,409,dog,0.094375134,0.090572655,0.718355417,0.85786742,95.82287073
dog.10177.jpg,447,500,dog,0.106472939,0.050483942,0.913717866,0.963552475,96.3265717
dog.10178.jpg,409,499,dog,0.070482939,0.050152361,0.913414717,0.986944258,96.1492002
dog.10179.jpg,231,149,dog,0.00753957,0.024370253,0.791695893,0.80737263,68.18169355
dog.1018.jpg,500,374,dog,0.232756257,0.096613199,0.999074817,0.994054675,90.7779336
dog.10180.jpg,299,225,dog,0.182980925,0.053856194,0.719287038,0.996504962,81.91689849
dog.10181.jpg,500,333,dog,0.261244684,0.065984994,0.938460708,0.972580552,90.0614202
dog.10183.jpg,160,119,dog,0.320478797,0.099320859,0.803697944,0.997035146,92.27024317
dog.10184.jpg,500,484,dog,0.270890892,0.199235111,0.750848711,0.923826814,96.92783952
dog.10185.jpg,332,500,dog,0.123424202,0.123623341,0.943437576,0.96133101,96.65542245
dog.10186.jpg,120,159,dog,0.188524574,0.068505555,0.911154389,0.953085303,28.13260257
dog.10187.jpg,240,179,dog,0.051689208,0.476314217,0.76038456,0.604622364,12.03812957
dog.10189.jpg,431,253,dog,0.17099002,0.019006193,0.987602234,0.991565883,93.24281812
dog.1019.jpg,349,318,dog,0.089617938,0.014751911,0.855774641,0.952748418,97.54295349
dog.10190.jpg,500,434,dog,0.07187447,0.039506614,0.890976548,0.940771878,96.8187511
dog.10191.jpg,500,399,dog,0.06748721,0.05399859,0.89943409,0.89127028,69.19817328
dog.10192.jpg,397,400,dog,0.119551748,0.044644803,0.992033601,0.993818045,91.02348685
dog.10193.jpg,500,358,dog,0.045543417,0.467432618,0.371027052,0.945392847,92.31744409
dog.10194.jpg,300,299,dog,0.116156965,0.243782014,0.846366405,0.895314932,95.62188983
dog.10195.jpg,285,479,dog,0.053203851,0.025627792,0.906576633,0.93323642,75.33249259
dog.10197.jpg,387,499,dog,0.046154529,0.07031706,0.930550098,0.992506742,94.82960701
